filename,width,height,class,xmin,ymin,xmax,ymax
HS_H08_20180209_1010_30.78_114.22.npy,840,840,turbulence,128,411,249,469
HS_H08_20180209_1010_30.78_114.22.npy,840,840,severe turbulence,546,305,699,382
HS_H08_20180209_1010_30.78_114.22.npy,840,840,turbulence,335,399,512,497
HS_H08_20180209_1010_31.13_117.77.npy,840,840,severe turbulence,245,335,392,409
HS_H08_20180209_1010_31.13_117.77.npy,840,840,turbulence,39,425,254,518
HS_H08_20180209_1010_31.13_117.77.npy,840,840,turbulence,18,515,87,565
HS_H08_20180209_1020_30.78_114.22.npy,840,840,turbulence,380,380,549,455
HS_H08_20180209_1020_30.78_114.22.npy,840,840,severe turbulence,563,295,727,372
HS_H08_20180209_1020_30.78_114.22.npy,840,840,turbulence,148,400,264,460
HS_H08_20180209_1030_30.78_114.22.npy,840,840,turbulence,408,357,557,441
HS_H08_20180209_1030_30.78_114.22.npy,840,840,turbulence,194,382,283,448
HS_H08_20180209_1030_30.78_114.22.npy,840,840,turbulence,575,293,737,370
HS_H08_20180209_1030_30.78_114.22.npy,840,840,turbulence,268,22,455,103
HS_H08_20180209_1030_30.78_114.22.npy,840,840,turbulence,88,513,318,584
HS_H08_20180312_1710_26.32_107.74.npy,840,840,severe turbulence,266,312,445,419
HS_H08_20180312_1730_26.32_107.74.npy,840,840,severe turbulence,244,307,422,413
HS_H08_20180312_1750_27.06_106.49.npy,840,840,turbulence,686,10,816,100
HS_H08_20180312_1750_27.06_106.49.npy,840,840,severe turbulence,334,366,499,471
HS_H08_20180312_1810_26.32_107.74.npy,840,840,severe turbulence,246,272,433,423
HS_H08_20180312_1810_27.06_106.49.npy,840,840,severe turbulence,347,317,537,491
HS_H08_20180312_1810_27.06_106.49.npy,840,840,turbulence,699,9,829,94
HS_H08_20180312_1810_27.22_106.61.npy,840,840,severe turbulence,339,343,528,504
HS_H08_20180312_1810_27.22_106.61.npy,840,840,turbulence,688,19,819,107
HS_H08_20180312_1850_27.22_106.61.npy,840,840,severe turbulence,322,347,527,478
HS_H08_20180312_1850_27.22_106.61.npy,840,840,turbulence,718,15,840,96
HS_H08_20180312_1900_27.22_106.61.npy,840,840,severe turbulence,345,339,535,475
HS_H08_20180312_1900_27.22_106.61.npy,840,840,turbulence,724,12,840,97
HS_H08_20180314_1920_29.08_119.65.npy,840,840,turbulence,227,441,329,538
HS_H08_20180314_1920_29.08_119.65.npy,840,840,turbulence,590,226,710,286
HS_H08_20180314_1920_29.08_119.65.npy,840,840,severe turbulence,257,178,503,322
HS_H08_20180314_1920_29.08_119.65.npy,840,840,turbulence,627,70,789,143
HS_H08_20180314_1920_29.08_119.65.npy,840,840,turbulence,757,176,838,242
HS_H08_20180314_1930_29.08_119.65.npy,840,840,turbulence,230,432,362,528
HS_H08_20180314_1930_29.08_119.65.npy,840,840,turbulence,602,218,728,291
HS_H08_20180314_1930_29.08_119.65.npy,840,840,turbulence,297,174,502,310
HS_H08_20180314_1930_29.08_119.65.npy,840,840,turbulence,752,166,836,243
HS_H08_20180314_1930_29.08_119.65.npy,840,840,turbulence,625,70,759,144
HS_H08_20180314_1930_29.08_119.65.npy,840,840,turbulence,283,510,405,599
HS_H08_20180314_1940_29.08_119.65.npy,840,840,turbulence,260,421,387,520
HS_H08_20180314_1940_29.08_119.65.npy,840,840,turbulence,300,176,518,293
HS_H08_20180314_1940_29.08_119.65.npy,840,840,turbulence,333,330,435,388
HS_H08_20180314_1940_29.08_119.65.npy,840,840,turbulence,613,212,737,276
HS_H08_20180314_1940_29.08_119.65.npy,840,840,turbulence,761,178,837,248
HS_H08_20180511_1430_30.607_104.492.npy,840,840,turbulence,186,248,423,362
HS_H08_20180511_1430_30.607_104.492.npy,840,840,turbulence,359,230,495,286
HS_H08_20180511_1500_30.607_104.492.npy,840,840,turbulence,405,213,526,279
HS_H08_20180511_1500_30.607_104.492.npy,840,840,severe turbulence,169,258,346,359
HS_H08_20180511_1510_30.607_104.492.npy,840,840,turbulence,163,244,343,373
HS_H08_20180511_1510_30.607_104.492.npy,840,840,turbulence,416,206,532,276
HS_H08_20180511_1520_30.607_104.492.npy,840,840,turbulence,159,269,319,363
HS_H08_20180613_1150_33.79_136.51.npy,840,840,turbulence,306,325,682,460
HS_H08_20180613_1150_33.79_136.51.npy,840,840,turbulence,3,313,324,445
HS_H08_20180613_1210_33.79_136.51.npy,840,840,turbulence,298,319,669,443
HS_H08_20180613_1210_33.79_136.51.npy,840,840,turbulence,0,320,328,433
HS_H08_20180613_1220_33.79_136.51.npy,840,840,turbulence,313,313,677,433
HS_H08_20180613_1220_33.79_136.51.npy,840,840,turbulence,9,323,364,429
HS_H08_20180704_0700_41.99_101.05.npy,840,840,turbulence,631,433,747,493
HS_H08_20180704_0700_41.99_101.05.npy,840,840,turbulence,750,337,840,429
HS_H08_20180704_0720_41.99_101.05.npy,840,840,turbulence,601,419,794,501
HS_H08_20180821_1300_40.388_115.497.npy,840,840,turbulence,90,134,261,221
HS_H08_20180821_1320_40.388_115.497.npy,840,840,turbulence,130,135,325,234
HS_H08_20180821_1330_40.388_115.497.npy,840,840,turbulence,69,133,346,277
HS_H08_20180821_1330_40.388_115.497.npy,840,840,turbulence,540,775,644,837
HS_H08_20180821_1350_40.388_115.497.npy,840,840,turbulence,94,137,340,267
HS_H08_20180821_1350_40.388_115.497.npy,840,840,turbulence,11,266,110,361
HS_H08_20180821_1350_40.388_115.497.npy,840,840,turbulence,246,4,400,52
HS_H08_20160313_0330_25.41_122.35.npy,840,840,severe turbulence,418,449,568,510
HS_H08_20160313_0420_25.41_122.35.npy,840,840,turbulence,712,562,840,622
HS_H08_20160313_0420_25.41_122.35.npy,840,840,severe turbulence,97,103,275,182
HS_H08_20160313_0430_25.41_122.35.npy,840,840,turbulence,749,558,840,619
HS_H08_20160313_0430_25.41_122.35.npy,840,840,turbulence,103,91,310,173
HS_H08_20170324_2030_30.73_104.41.npy,840,840,turbulence,313,383,473,465
HS_H08_20170324_2030_30.73_104.41.npy,840,840,severe turbulence,645,401,817,460
HS_H08_20170324_2030_30.73_104.41.npy,840,840,severe turbulence,110,395,294,467
HS_H08_20170324_2030_30.73_104.41.npy,840,840,turbulence,81,773,332,834
HS_H08_20170324_2030_30.74_104.41.npy,840,840,severe turbulence,99,395,297,471
HS_H08_20170324_2030_30.74_104.41.npy,840,840,turbulence,313,383,475,465
HS_H08_20170324_2030_30.74_104.41.npy,840,840,severe turbulence,641,401,820,463
HS_H08_20170324_2030_30.74_104.41.npy,840,840,turbulence,82,779,339,836
HS_H08_20170324_2040_30.73_104.41.npy,840,840,severe turbulence,335,380,506,458
HS_H08_20170324_2040_30.73_104.41.npy,840,840,severe turbulence,657,397,834,460
HS_H08_20170324_2040_30.73_104.41.npy,840,840,severe turbulence,99,395,310,468
HS_H08_20170324_2040_30.73_104.41.npy,840,840,turbulence,760,67,840,143
HS_H08_20170324_2040_30.73_104.41.npy,840,840,turbulence,89,772,331,834
HS_H08_20170324_2050_30.73_104.41.npy,840,840,severe turbulence,358,380,529,456
HS_H08_20170324_2050_30.73_104.41.npy,840,840,severe turbulence,106,393,322,466
HS_H08_20170324_2050_30.73_104.41.npy,840,840,turbulence,94,771,340,834
HS_H08_20170324_2100_30.73_104.41.npy,840,840,severe turbulence,368,382,608,456
HS_H08_20170324_2100_30.73_104.41.npy,840,840,severe turbulence,106,394,358,477
HS_H08_20170324_2100_30.73_104.41.npy,840,840,turbulence,94,770,350,836
HS_H08_20170324_2100_30.74_104.41.npy,840,840,severe turbulence,368,382,605,458
HS_H08_20170324_2100_30.74_104.41.npy,840,840,severe turbulence,107,394,356,477
HS_H08_20170324_2100_30.74_104.41.npy,840,840,turbulence,100,771,346,836
HS_H08_20170324_2110_30.73_104.41.npy,840,840,severe turbulence,325,380,568,465
HS_H08_20170324_2110_30.73_104.41.npy,840,840,severe turbulence,139,385,339,472
HS_H08_20170324_2110_30.73_104.41.npy,840,840,turbulence,79,769,336,835
HS_H08_20170324_2110_30.74_104.41.npy,840,840,severe turbulence,134,388,352,472
HS_H08_20170324_2110_30.74_104.41.npy,840,840,severe turbulence,344,383,587,461
HS_H08_20170324_2110_30.74_104.41.npy,840,840,turbulence,74,777,346,836
HS_H08_20170324_2120_30.73_104.41.npy,840,840,severe turbulence,161,394,398,476
HS_H08_20170324_2120_30.73_104.41.npy,840,840,turbulence,99,770,350,834
HS_H08_20170324_2120_30.73_104.41.npy,840,840,turbulence,613,118,837,313
HS_H08_20170324_2120_30.74_104.41.npy,840,840,severe turbulence,154,394,390,477
HS_H08_20170324_2120_30.74_104.41.npy,840,840,turbulence,92,776,348,839
HS_H08_20170324_2120_30.74_104.41.npy,840,840,turbulence,615,119,839,313
HS_H08_20170324_2130_30.74_104.41.npy,840,840,turbulence,650,127,838,301
HS_H08_20170324_2130_30.74_104.41.npy,840,840,severe turbulence,210,401,464,480
HS_H08_20170324_2130_30.74_104.41.npy,840,840,turbulence,2,460,50,541
HS_H08_20171117_0830_28.54_126.94.npy,840,840,severe turbulence,416,389,592,491
HS_H08_20171117_0830_28.54_126.94.npy,840,840,severe turbulence,633,313,822,418
HS_H08_20171117_0900_28.54_126.94.npy,840,840,severe turbulence,435,369,596,488
HS_H08_20171117_0900_28.54_126.94.npy,840,840,severe turbulence,693,305,836,428
HS_H08_20171117_0900_28.54_126.94.npy,840,840,turbulence,742,641,838,699
HS_H08_20171117_0920_28.54_126.94.npy,840,840,severe turbulence,503,368,619,478
HS_H08_20171117_0920_28.54_126.94.npy,840,840,severe turbulence,724,311,838,417
HS_H08_20171117_0920_28.54_126.94.npy,840,840,turbulence,758,643,839,706
HS_H08_20171117_0930_28.54_126.94.npy,840,840,severe turbulence,489,399,636,462
HS_H08_20171117_0930_28.54_126.94.npy,840,840,severe turbulence,697,308,840,426
HS_H08_20171117_0930_28.54_126.94.npy,840,840,turbulence,770,658,839,723
HS_H08_20171122_1520_32.56_133.1.npy,840,840,turbulence,37,130,247,330
HS_H08_20171122_1520_32.56_133.1.npy,840,840,severe turbulence,357,323,572,501
HS_H08_20171122_1520_32.56_133.1.npy,840,840,turbulence,248,34,409,193
HS_H08_20171122_1520_32.56_133.1.npy,840,840,severe turbulence,577,443,762,633
HS_H08_20171122_1520_32.56_133.1.npy,840,840,severe turbulence,695,395,836,547
HS_H08_20171122_1520_32.56_133.1.npy,840,840,severe turbulence,625,652,745,712
HS_H08_20171122_1520_32.56_133.1.npy,840,840,turbulence,429,1,580,84
HS_H08_20171122_1520_32.56_133.1.npy,840,840,turbulence,377,760,516,837
HS_H08_20171122_1530_32.56_133.1.npy,840,840,severe turbulence,367,305,582,497
HS_H08_20171122_1530_32.56_133.1.npy,840,840,turbulence,56,123,271,327
HS_H08_20171122_1530_32.56_133.1.npy,840,840,turbulence,258,14,459,186
HS_H08_20171122_1530_32.56_133.1.npy,840,840,severe turbulence,609,431,775,626
HS_H08_20171122_1530_32.56_133.1.npy,840,840,severe turbulence,720,380,837,538
HS_H08_20171122_1530_32.56_133.1.npy,840,840,severe turbulence,650,653,757,707
HS_H08_20171122_1530_32.56_133.1.npy,840,840,turbulence,429,1,601,87
HS_H08_20171122_1610_32.56_133.1.npy,840,840,severe turbulence,693,427,840,625
HS_H08_20171122_1610_32.56_133.1.npy,840,840,turbulence,299,4,532,156
HS_H08_20171122_1610_32.56_133.1.npy,840,840,turbulence,123,182,263,322
HS_H08_20171122_1610_32.56_133.1.npy,840,840,severe turbulence,468,283,668,494
HS_H08_20171122_1610_32.56_133.1.npy,840,840,turbulence,193,99,340,213
HS_H08_20171122_1610_32.56_133.1.npy,840,840,turbulence,436,4,666,91
HS_H08_20171122_2020_33.25_135.92.npy,840,840,severe turbulence,377,258,661,612
HS_H08_20171122_2020_33.25_135.92.npy,840,840,severe turbulence,669,437,838,627
HS_H08_20171122_2020_33.25_135.92.npy,840,840,turbulence,744,727,835,804
HS_H08_20171122_2020_34.65_138.18.npy,840,840,severe turbulence,186,375,472,723
HS_H08_20171122_2020_34.65_138.18.npy,840,840,severe turbulence,474,568,738,761
HS_H08_20171122_2020_34.65_138.18.npy,840,840,severe turbulence,711,609,833,703
HS_H08_20171122_2020_34.65_138.18.npy,840,840,turbulence,585,526,730,605
HS_H08_20171122_2020_34.65_138.18.npy,840,840,severe turbulence,183,2,313,123
HS_H08_20171122_2040_34.65_138.18.npy,840,840,severe turbulence,194,347,553,747
HS_H08_20171122_2040_34.65_138.18.npy,840,840,severe turbulence,559,551,768,751
HS_H08_20171122_2050_33.25_135.92.npy,840,840,severe turbulence,396,239,771,619
HS_H08_20171122_2050_33.25_135.92.npy,840,840,turbulence,65,163,216,264
HS_H08_20171122_2050_33.25_135.92.npy,840,840,turbulence,738,1,837,70
HS_H08_20171122_2050_34.65_138.18.npy,840,840,severe turbulence,206,329,564,742
HS_H08_20171122_2050_34.65_138.18.npy,840,840,severe turbulence,556,453,799,768
HS_H08_20171122_2100_34.65_138.18.npy,840,840,severe turbulence,226,333,581,739
HS_H08_20171122_2100_34.65_138.18.npy,840,840,severe turbulence,595,424,821,731
